Date,User,Run,Cum. Profits,Comp. Systems,Months Completed,Level,Ransomware,Pay Ransom,Run2,Group,Best run,Pos,High Profit,Low Risk,Optimal,high risk,low profit,overspend,advesarial heaven,exposed,,,,,,
15-10-2024  14:03 PDT,ISAC008,1,"2,813",15,60,2,0,0,1,0,0,1,1,0,1,1,0,0,1,2,,,,,,
15-10-2024  14:00 PDT,ISAC008,1,752,44,60,1,0,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:00 PDT,ISAC008,2,"2,445",11,60,1,0,0,2,0,1,1,1,1,2,0,0,1,0,1,,,,,,
15-10-2024  13:58 PDT,ISAC008,3,"1,978",14,60,1,0,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  15:02 PDT,ISAC010,1,-99,38,60,1,1,1,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:41 PDT,ISAC010,2,"-1,658",100,60,1,1,1,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:40 PDT,ISAC010,3,"-2,197",100,60,1,1,1,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:39 PDT,ISAC010,4,"-1,245",100,60,1,1,1,4,0,1,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:30 PDT,ISAC010,5,"1,448",0,60,1,1,1,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:29 PDT,ISAC010,6,"1,164",17,60,1,1,1,6,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:27 PDT,ISAC010,7,"1,300",1,60,1,1,1,7,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:26 PDT,ISAC010,8,"1,363",16,60,1,1,1,8,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:24 PDT,ISAC010,9,"1,146",47,60,1,1,1,9,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:23 PDT,ISAC010,1,529,14,60,1,1,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:22 PDT,ISAC010,2,"1,458",14,60,1,1,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:20 PDT,ISAC010,3,"1,697",0,60,1,1,0,3,0,1,1,1,1,2,0,0,1,0,1,,,,,,
15-10-2024  14:20 PDT,ISAC010,4,638,10,12,1,1,0,4,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:19 PDT,ISAC010,5,532,12,12,1,1,0,5,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:19 PDT,ISAC010,6,408,1,12,1,1,0,6,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:19 PDT,ISAC010,7,532,12,12,1,1,0,7,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:19 PDT,ISAC010,8,700,12,12,1,1,0,8,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:19 PDT,ISAC010,9,424,57,12,1,1,0,9,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:18 PDT,ISAC010,10,700,12,12,1,1,0,10,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:18 PDT,ISAC010,11,595,19,12,1,1,0,11,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:17 PDT,ISAC010,12,"1,077",22,60,1,1,0,12,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:16 PDT,ISAC010,13,781,12,12,1,1,0,13,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:11 PDT,ISAC010,1,"2,764",14,60,2,0,0,1,0,0,1,1,0,1,1,0,0,1,2,,,,,,
15-10-2024  14:09 PDT,ISAC010,2,"2,295",28,60,2,0,0,2,0,0,1,1,0,1,1,0,0,1,2,,,,,,
15-10-2024  14:08 PDT,ISAC010,3,"3,051",26,60,2,0,0,3,0,0,1,1,0,1,1,0,0,1,2,,,,,,
15-10-2024  14:07 PDT,ISAC010,4,"3,066",34,60,2,0,0,4,0,1,1,1,0,1,1,0,0,1,2,,,,,,
15-10-2024  14:05 PDT,ISAC010,5,"2,626",13,60,2,0,0,5,0,0,1,1,0,1,1,0,0,1,2,,,,,,
15-10-2024  14:03 PDT,ISAC010,6,"2,314",7,60,2,0,0,6,0,0,1,1,1,2,0,0,1,0,1,,,,,,
15-10-2024  14:02 PDT,ISAC010,7,"1,967",10,48,2,0,0,7,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:01 PDT,ISAC010,1,"2,547",9,60,1,0,0,1,0,1,1,1,1,2,0,0,1,0,1,,,,,,
15-10-2024  13:59 PDT,ISAC010,2,"2,310",9,60,1,0,0,2,0,0,1,1,1,2,0,0,1,0,1,,,,,,
15-10-2024  13:58 PDT,ISAC010,3,"2,073",5,60,1,0,0,3,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:26 PDT,ISAC011,1,"1,508",16,60,1,1,1,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:24 PDT,ISAC011,2,-754,97,36,1,1,1,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:21 PDT,ISAC011,1,"1,697",0,60,1,1,0,1,0,1,1,1,1,2,0,0,1,0,1,,,,,,
15-10-2024  14:20 PDT,ISAC011,2,817,17,24,1,1,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:17 PDT,ISAC011,3,"-1,033",42,60,1,1,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:08 PDT,ISAC011,1,"1,960",17,60,2,0,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:06 PDT,ISAC011,2,709,41,60,2,0,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:06 PDT,ISAC011,3,"2,485",11,60,2,0,0,3,0,1,1,1,1,2,0,0,1,0,1,,,,,,
15-10-2024  13:59 PDT,ISAC011,1,"2,162",8,60,1,0,0,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
15-10-2024  14:29 PDT,ISAC012,1,-163,96,36,1,1,1,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:26 PDT,ISAC012,2,"-1,483",87,60,1,1,1,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:23 PDT,ISAC012,1,"-13,823",98,60,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:18 PDT,ISAC012,2,"-6,680",85,60,1,1,0,2,0,0,0,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:08 PDT,ISAC012,1,"1,757",17,36,2,0,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:07 PDT,ISAC012,2,"2,862",28,60,2,0,0,2,0,1,1,1,0,1,1,0,0,1,2,,,,,,
15-10-2024  14:02 PDT,ISAC012,3,"1,694",0,24,2,0,0,3,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:02 PDT,ISAC012,1,870,1,12,1,0,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  15:02 PDT,ISAC013,1,"1,027",7,48,1,1,1,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:35 PDT,ISAC013,2,856,27,60,1,1,1,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:33 PDT,ISAC013,3,685,15,60,1,1,1,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:33 PDT,ISAC013,4,811,30,36,1,1,1,4,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:32 PDT,ISAC013,5,798,18,60,1,1,1,5,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:31 PDT,ISAC013,6,"1,123",26,60,1,1,1,6,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:30 PDT,ISAC013,7,586,40,48,1,1,1,7,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:29 PDT,ISAC013,8,"1,160",12,60,1,1,1,8,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:27 PDT,ISAC013,9,"1,303",5,60,1,1,1,9,0,1,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:26 PDT,ISAC013,10,"1,237",2,60,1,1,1,10,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:25 PDT,ISAC013,11,500,24,60,1,1,1,11,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:24 PDT,ISAC013,12,-587,86,48,1,1,1,12,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:24 PDT,ISAC013,13,310,97,36,1,1,1,13,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:20 PDT,ISAC013,1,"-2,021",34,60,1,1,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:20 PDT,ISAC013,2,608,7,60,1,1,0,2,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:19 PDT,ISAC013,3,-6,24,60,1,1,0,3,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:17 PDT,ISAC013,4,884,4,60,1,1,0,4,0,0,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:04 PDT,ISAC013,1,"3,488",18,60,2,0,0,1,0,0,1,1,0,1,1,0,0,1,2,,,,,,
15-10-2024  14:01 PDT,ISAC013,1,"2,289",10,60,1,0,0,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
15-10-2024  14:00 PDT,ISAC013,5,"1,398",2,60,1,1,0,5,0,1,1,0,1,1,0,1,2,1,0,,,,,,
15-10-2024  14:24 PDT,ISAC014,1,"1,057",24,48,1,1,1,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:19 PDT,ISAC014,1,"-1,024",39,36,1,1,0,1,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:17 PDT,ISAC014,2,"1,013",31,60,1,1,0,2,0,0,1,0,0,0,1,1,1,2,1,,,,,,
15-10-2024  14:03 PDT,ISAC014,1,"2,242",3,60,2,0,0,1,0,0,1,1,1,2,0,0,1,0,1,,,,,,
15-10-2024  13:58 PDT,ISAC014,1,"2,047",4,60,1,0,0,1,0,0,1,0,1,1,0,1,2,1,0,,,,,,
17-7-2024  17:27 PDT,KNVB@2024002,1,"2,101",2,60,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  17:26 PDT,KNVB@2024002,2,"1,727",1,60,1,1,1,2,1,0,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  17:26 PDT,KNVB@2024002,3,"1,466",14,60,1,1,1,3,1,0,1,0,0,0,1,1,1,2,1,,,,,,
17-7-2024  17:23 PDT,KNVB@2024002,4,"1,701",4,60,1,1,1,4,1,0,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  17:17 PDT,KNVB@2024002,1,971,13,60,1,1,0,1,1,0,1,0,0,0,1,1,1,2,1,,,,,,
17-7-2024  17:16 PDT,KNVB@2024002,2,"1,659",5,60,1,1,0,2,1,1,1,0,1,1,0,1,2,1,0,,,,,,
17-7-2024  17:16 PDT,KNVB@2024002,3,529,14,60,1,1,0,3,1,0,1,0,0,0,1,1,1,2,1,,,,,,
17-7-2024  17:14 PDT,KNVB@2024002,4,"-1,938",50,60,1,1,0,4,1,0,1,0,0,0,1,1,1,2,1,,,,,,
17-7-2024  16:48 PDT,KNVB@2024002,1,"2,211",11,60,1,0,0,1,1,0,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  16:48 PDT,KNVB@2024002,2,"2,194",10,60,1,0,0,2,1,0,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  16:47 PDT,KNVB@2024002,3,"2,249",10,60,1,0,0,3,1,1,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  16:45 PDT,KNVB@2024002,4,"2,086",2,60,1,0,0,4,1,0,1,0,1,1,0,1,2,1,0,,,,,,
17-7-2024  16:44 PDT,KNVB@2024002,5,752,44,60,1,0,0,5,1,0,1,0,0,0,1,1,1,2,1,,,,,,
17-7-2024  16:42 PDT,KNVB@2024002,6,"1,933",15,60,1,0,0,6,1,0,1,0,0,0,1,1,1,2,1,,,,,,
17-7-2024  16:41 PDT,KNVB@2024002,7,"2,224",9,60,1,0,0,7,1,0,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  16:40 PDT,KNVB@2024002,8,752,44,60,1,0,0,8,1,0,1,0,0,0,1,1,1,2,1,,,,,,
17-7-2024  16:39 PDT,KNVB@2024002,9,"2,246",15,60,1,0,0,9,1,0,1,1,0,1,1,0,0,1,2,,,,,,
17-7-2024  16:37 PDT,KNVB@2024002,10,"1,402",35,48,1,0,0,10,1,0,1,0,0,0,1,1,1,2,1,,,,,,
17-7-2024  17:27 PDT,KNVB@2024003,1,"1,564",0,60,1,1,1,1,1,0,1,0,1,1,0,1,2,1,0,,,,,,
17-7-2024  17:18 PDT,KNVB@2024003,1,"1,624",2,60,1,1,0,1,1,0,1,0,1,1,0,1,2,1,0,,,,,,
17-7-2024  16:51 PDT,KNVB@2024003,1,"2,255",3,60,1,0,0,1,1,1,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  16:47 PDT,KNVB@2024003,2,"1,880",11,60,1,0,0,2,1,0,1,0,1,1,0,1,2,1,0,,,,,,
17-7-2024  16:44 PDT,KNVB@2024003,3,"1,582",20,36,1,0,0,3,1,0,1,0,0,0,1,1,1,2,1,,,,,,
17-7-2024  16:42 PDT,KNVB@2024003,4,"1,138",3,12,1,0,0,4,1,0,1,0,1,1,0,1,2,1,0,,,,,,
17-7-2024  16:40 PDT,KNVB@2024003,5,738,1,12,1,0,0,5,1,0,1,0,1,1,0,1,2,1,0,,,,,,
17-7-2024  17:26 PDT,KNVB@2024004,1,"1,925",2,60,1,1,1,1,1,0,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  17:25 PDT,KNVB@2024004,2,"1,918",1,60,1,1,1,2,1,0,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  17:16 PDT,KNVB@2024004,1,"2,026",2,60,1,1,0,1,1,1,1,1,1,2,0,0,1,0,1,,,,,,
17-7-2024  17:15 PDT,KNVB@2024004,2,"1,548",5,60,1,1,0,2,1,0,1,0,1,1,0,1,2,1,0,,,,,,
17-7-2024  17:14 PDT,KNVB@2024004,3,175,30,60,1,1,0,3,1,0,1,0,0,0,1,1,1,2,1,,,,,,
17-7-2024  16:48 PDT,KNVB@2024004,1,"2,386",14,60,1,0,0,1,1,0,1,1,0,1,1,0,0,1,2,,,,,,
